latitude,longitude,current_speed_knots,current_direction_deg,sea_surface_temp_c,salinity_psu,source,timestamp
-72.0,14.0,0.63,252.4,-1.9,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-72.0,15.0,0.7,296.8,-1.9,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-72.0,16.0,0.69,275.9,-1.9,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-72.0,17.0,0.6,284.7,-1.9,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-72.0,18.0,0.78,273.2,-1.9,34.02,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-72.0,19.0,0.74,269.6,-1.9,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-72.0,20.0,0.91,299.3,-1.9,33.92,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-72.0,21.0,0.82,250.3,-1.9,34.08,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-72.0,22.0,0.62,253.9,-1.9,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,0.0,0.74,273.2,-1.9,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,1.0,0.77,255.5,-1.9,34.16,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,2.0,0.62,270.5,-1.9,33.85,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,3.0,0.51,282.5,-1.9,34.3,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,4.0,0.7,267.6,-1.9,34.14,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,5.0,0.81,255.3,-1.9,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,6.0,0.77,268.1,-1.9,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,7.0,0.76,273.4,-1.9,34.01,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,8.0,0.56,272.4,-1.9,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,9.0,0.52,285.9,-1.9,34.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,10.0,0.73,277.6,-1.9,33.98,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,11.0,0.5,259.6,-1.9,34.58,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,12.0,0.61,266.7,-1.9,34.11,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,13.0,0.57,258.3,-1.9,34.17,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,14.0,0.53,280.8,-1.9,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,15.0,0.44,269.6,-1.9,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,16.0,0.84,286.0,-1.9,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,17.0,0.51,261.9,-1.9,34.39,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,18.0,0.64,290.2,-1.9,34.05,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,19.0,0.69,264.1,-1.9,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,20.0,0.55,277.8,-1.9,34.34,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,21.0,0.78,262.1,-1.9,34.3,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-71.0,22.0,0.5,257.7,-1.9,34.61,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,0.0,0.64,271.9,-1.9,34.14,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,1.0,0.64,271.6,-1.9,34.15,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,2.0,0.57,281.0,-1.9,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,3.0,0.65,279.4,-1.9,33.9,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,4.0,0.72,274.4,-1.9,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,5.0,0.73,274.8,-1.9,34.31,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,6.0,0.61,280.2,-1.9,34.04,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,7.0,0.76,273.5,-1.9,34.34,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,8.0,0.97,285.0,-1.9,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,9.0,0.52,278.8,-1.9,34.05,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,10.0,0.7,276.4,-1.9,34.47,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,11.0,0.82,253.7,-1.9,34.34,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,12.0,0.79,278.7,-1.9,34.25,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,13.0,0.57,280.4,-1.9,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,14.0,0.83,261.9,-1.9,34.25,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,15.0,0.57,272.6,-1.9,34.31,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,16.0,0.7,297.8,-1.9,34.25,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,17.0,0.52,261.5,-1.9,34.36,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,18.0,0.54,266.8,-1.9,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,19.0,0.63,253.7,-1.9,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,20.0,0.53,281.3,-1.9,34.32,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,21.0,0.63,274.9,-1.9,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-70.0,22.0,0.7,267.7,-1.9,34.07,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,0.0,0.52,286.0,-1.85,33.96,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,1.0,0.77,262.3,-1.85,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,2.0,0.72,286.3,-1.85,33.93,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,3.0,0.71,289.8,-1.85,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,4.0,0.63,262.2,-1.85,33.95,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,5.0,0.79,288.6,-1.85,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,6.0,0.55,285.8,-1.85,34.39,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,7.0,0.47,276.6,-1.85,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,8.0,0.63,255.4,-1.85,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,9.0,0.76,275.1,-1.85,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,10.0,0.76,270.7,-1.85,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,11.0,0.82,284.4,-1.85,34.3,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,12.0,0.8,269.2,-1.85,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,13.0,0.61,260.4,-1.85,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,14.0,0.63,280.4,-1.85,34.13,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,15.0,0.58,254.7,-1.85,34.07,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,16.0,0.57,279.2,-1.85,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,17.0,0.68,279.6,-1.85,34.11,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,18.0,0.57,285.3,-1.85,34.3,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,19.0,0.69,267.9,-1.85,34.03,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,20.0,0.83,276.4,-1.85,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,21.0,0.75,282.6,-1.85,34.25,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-69.0,22.0,0.66,266.9,-1.85,33.71,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,0.0,0.6,260.4,-1.8,34.62,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,1.0,0.64,256.0,-1.8,34.15,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,2.0,0.52,278.4,-1.8,34.05,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,3.0,0.74,284.6,-1.8,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,4.0,0.43,256.8,-1.8,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,5.0,0.74,255.4,-1.8,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,6.0,0.66,272.5,-1.8,33.98,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,7.0,0.61,295.2,-1.8,33.99,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,8.0,0.62,276.5,-1.8,33.94,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,9.0,0.69,259.8,-1.8,34.05,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,10.0,0.6,281.3,-1.8,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,11.0,0.52,287.8,-1.8,34.25,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,12.0,0.53,284.0,-1.8,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,13.0,0.67,271.7,-1.8,34.31,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,14.0,0.64,265.2,-1.8,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,15.0,0.61,288.7,-1.8,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,16.0,0.67,288.6,-1.8,34.02,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,17.0,0.64,274.8,-1.8,34.03,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,18.0,0.62,246.0,-1.8,34.33,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,19.0,0.67,276.4,-1.8,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,20.0,0.54,276.8,-1.8,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,21.0,0.61,263.2,-1.8,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-68.0,22.0,0.72,280.4,-1.8,34.09,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,0.0,0.57,270.3,-1.75,34.09,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,1.0,0.68,275.3,-1.75,34.33,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,2.0,0.56,260.2,-1.75,34.14,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,3.0,0.8,267.3,-1.75,33.85,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,4.0,0.71,258.7,-1.75,34.07,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,5.0,0.71,287.9,-1.75,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,6.0,0.65,287.2,-1.75,34.4,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,7.0,0.63,286.3,-1.75,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,8.0,0.82,267.3,-1.75,33.89,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,9.0,0.79,279.1,-1.75,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,10.0,0.56,287.6,-1.75,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,11.0,0.67,255.5,-1.75,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,12.0,0.62,249.1,-1.75,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,13.0,0.56,269.9,-1.75,34.16,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,14.0,0.49,274.2,-1.75,34.04,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,15.0,0.57,275.4,-1.75,34.38,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,16.0,0.85,269.8,-1.75,34.08,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,17.0,0.65,267.8,-1.75,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,18.0,0.67,269.6,-1.75,34.1,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,19.0,0.67,268.6,-1.75,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,20.0,0.69,268.2,-1.75,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,21.0,0.88,245.6,-1.75,34.17,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-67.0,22.0,0.57,269.8,-1.75,34.15,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,0.0,0.57,281.4,-1.7,34.07,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,1.0,0.68,286.7,-1.7,34.31,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,2.0,0.72,293.2,-1.7,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,3.0,0.57,256.5,-1.7,34.11,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,4.0,0.84,274.3,-1.7,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,5.0,0.57,282.5,-1.7,33.89,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,6.0,0.61,272.8,-1.7,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,7.0,0.68,286.1,-1.7,33.8,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,8.0,0.6,305.3,-1.7,34.17,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,9.0,0.65,256.4,-1.7,33.99,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,10.0,0.6,271.5,-1.7,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,11.0,0.7,272.0,-1.7,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,12.0,0.72,275.5,-1.7,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,13.0,0.64,270.3,-1.7,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,14.0,0.61,280.1,-1.7,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,15.0,0.6,302.8,-1.7,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,16.0,0.71,283.4,-1.7,34.15,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,17.0,0.58,266.9,-1.7,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,18.0,0.59,262.8,-1.7,34.4,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,19.0,0.75,292.6,-1.7,34.09,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,20.0,0.66,275.0,-1.7,34.3,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,21.0,0.5,259.0,-1.7,34.13,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-66.0,22.0,0.56,282.9,-1.7,33.89,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,0.0,0.71,275.3,-1.65,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,1.0,0.64,272.8,-1.65,33.85,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,2.0,0.56,277.6,-1.65,34.41,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,3.0,0.66,284.1,-1.65,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,4.0,0.61,281.3,-1.65,34.24,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,5.0,0.75,285.1,-1.65,34.01,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,6.0,0.7,283.0,-1.65,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,7.0,0.49,290.6,-1.65,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,8.0,0.74,286.1,-1.65,34.14,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,9.0,0.7,303.1,-1.65,34.24,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,10.0,0.47,263.5,-1.65,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,11.0,0.58,257.5,-1.65,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,12.0,0.73,262.6,-1.65,34.33,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,13.0,0.5,259.2,-1.65,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,14.0,0.58,274.9,-1.65,34.16,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,15.0,0.45,265.7,-1.65,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,16.0,0.69,268.3,-1.65,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,17.0,0.6,273.0,-1.65,33.94,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,18.0,0.59,277.5,-1.65,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,19.0,0.75,277.6,-1.65,34.04,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,20.0,0.59,261.5,-1.65,34.09,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,21.0,0.72,279.1,-1.65,34.17,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-65.0,22.0,0.68,269.4,-1.65,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,0.0,0.55,313.9,-1.6,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,1.0,0.75,285.5,-1.6,34.07,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,2.0,0.61,249.6,-1.6,34.24,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,3.0,0.54,226.9,-1.6,34.11,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,4.0,0.67,271.1,-1.6,34.49,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,5.0,0.74,279.2,-1.6,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,6.0,0.62,262.8,-1.6,34.34,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,7.0,0.71,294.6,-1.6,33.83,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,8.0,0.7,286.7,-1.6,33.91,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
